id,q,r
7991,"""1. There have been so many school shootings over the last 40 years that researchers have""","""I believe that you are right. I believe that explains everything very well . '' Gun"""
8129,"""1. I was requested to start a new thread in which pro-gay and anti""","""You know what I find amusing here ... your entire argument revolves around how it will affect"""
1904,""" `` Professor . All previous attempts to explain how the process works have failed . Since no""","""1. The first sentence is inaccurate , as is the first part of the second sentence"""
6613,"""Gun control laws by design are meant to kept inner city citizens ( i.e .""","""2. First you assume that since I have liberal views on this subject , I agree"""
9311,"""Try working in reality rather than what hollywierd puts out . You do""","""Galleo is a big fish in a small pond. So they told Galle"""
27,"""4. Where is the evidence for an American-style `` culture of fear `` in""","""5. So are you saying that the people of India are n't upset about what"""
49,"""1. Well , the type of atheism you are talking about here requires faith . If""","""Maybe you 'll have to clear up the difference between `` understanding `` and `` knowing"""
7686,"""3. If Miller is genuinely disturbed about `` atheists in the scientific community who routinely enlist""","""Because evolution is true. Because evolution is how God created . Sorry , but we ca"""
1016,"""Except that that would be the author 's words , not a direct quote . Notice""","""Sinjin Dude ! This article is a bit of a let down , and a bit"""
9231,"""A PRACTICAL MAN 'S PROOF OF GOD The existence of God is""","""1. This essay is so amazingly full of amazingly large holes that a systematic debunking"""
820,"""4. My challenge to Chuz , is to provide an argument which backs up The""","""-DICTIONARY.COM A Begin Being Biologically Child Conception Egg Emb"""
2980,"""Hi , JP . I jsut saw a post from George . Are we all getting""","""I 've been posting more than ever ... just not here . This place has become"""
1160,"""Subject: I did not come on here to talk about Dr. Lipton 's""","""3. You do n't believe in inherited traits ?"""
3163,""". 6 ) And the standard `` theistic evolution `` dance . Atheistic evolutionists""","""Can’t you see that we’re trying to make a point?"""
2229,"""[ i ] `` Canada has `` hate `` speech/crimes laws and regulations and""","""They don’t need to be locked up. They need to keep their opinions"""
7356,"""1. `` Illegitimate children shall not be admitted to the assembly of the Lord""",""". Different version here too . '' No one born of a forbidden marriage nor any of"""
4116,"""No they were not trying to find a singel gene but overall genetic causality in""","""Well , I think we are going to get to a point where we will be able"""
826,"""I think that you 're right to point out that both human DNA along with consciousness""","""3. I believe once you have the rights granted persons that they may not be taking"""
8359,"""And yes, there are some Republicans who support gay marriage. And on the `` taking""","""Okay. So Biden was against gay marriage there too ?"""
3856,"""Are you suggesting that if abortion were banned that abortion clinics that are already done will flood""","""No . But the resultant unwanted children would be an equally distressing social and financial cost"""
4757,"""They are trying to make you accept them. They are doing a fine job of trying""","""I don't depend on the entertainment industry to give me a realistic picture of anything ."""
9459,"""I am not trying to argue that mental existence is crucial to our existence as people.""","""1. It is possible that I , in a coma , might be having mental processes"""
1898,"""Most bats have ears. Most bats have eyes . Aside from that , the answer to""","""3. If echolocation is superior to vision , why have n't more"""
3540,""". Well , as the Christain Zealots say , `` Eve ate the apple ``""","""Oh , yes : they often say that sin and evil should exist because of free will"""
9130,"""1. `` If man truly evolved from lower life forms over millions , or hundreds of""","""http : //www.city.kumamoto.jp/sis ... e/"""
4650,"""5. Does the term `` evolution `` refer to ONLY the `` advances `` of life""",""". Depends on the usage . Generally , it just refers to the Theory of Evolution"""
4868,"""Scientists have turned to chickens to help them understand why some people are struck down by severe""","""I've just read a paper in the journal Nature about the discovery of a new molecule"""
7606,"""Where would you find such a preposterous abuse of objectivity in the name of""","""Oh, I see. Hmm , I wonder why Asian scientists and businesses are going so"""
4073,"""And so there it is . Evolutionists fight and claw their way into people 's""","""A : evolution is a fact B : evolution crumbles easily. So we do n"""
1173,""". ... however I do believe that anything that 's called a `` fact `` should""","""Mr. Jesus ! Another scientific illiterate . The facts are the observations . And the"""
6198,"""3. Another thing that is quite clear ( or at least should be ) is that""","""1. Then why do you believe in it ? Many investigators now consider nucleic acids"""
6126,"""Good point Linus Also your whole idea of `` God `` is a beleif""","""Well. well , many here think everything is opinion so whether it is a religious opinion"""
9651,""". While the comment by `` God-is-real `` may have been unwelcome ,""","""Sorry. I apologize for that statement . I just thought that his air of superiority when"""
4192,"""Ok. Ok : 1 . Desert Eagle Pistol ( Israel Military Industries LTD ( IMI""","""1. `` d00d `` ( do you really think I do not know how"""
2684,"""I don't think so. And what is this `` higher view of life `` ?""",""". That 's right , a higher view of the fetus than there currently is typically"""
1508,"""3. In a few decades , it might be possible that technological progress would develop an""","""I would like to see an artificial womb. That would most likely ( imo )"""
7081,""". `` ( 25 . ) I believe in gun control ( and wrote this piece to""","""Many of the gun hating crowd also own guns . It 's the elitism belief"""
3755,"""`` I don't think so. So gun owners are being discriminated for `` who they""",""". why the comparison of gun owners yo violent killers and serial rapists ? What law have"""
7962,"""Here is a challenge to all creationists to come here and formally debate any aspect of""","""Well Clive , I will formally invite them here ........ I do n't know if any"""
